Product_Supermarket_Identifier,Product_Supermarket_Sales
DRJ23_CHUKWUDI010,2078.778477240121
DRJ23_CHUKWUDI013,7162.581268233829
DRJ24_CHUKWUDI010,1837.8737066446338
DRJ24_CHUKWUDI013,7052.907153398613
DRJ25_CHUKWUDI017,2836.1888498628978
DRJ25_CHUKWUDI018,-778.1923830019077
DRJ25_CHUKWUDI045,2118.822574791615
DRJ25_CHUKWUDI049,1652.6291930879233
DRJ35_CHUKWUDI017,3399.8003167872084
DRJ35_CHUKWUDI046,2716.5565994995413
DRJ39_CHUKWUDI013,8222.526516306913
DRJ39_CHUKWUDI018,9530.943727535545
DRJ39_CHUKWUDI046,9063.377807765151
DRJ47_CHUKWUDI013,6627.041026621708
DRJ49_CHUKWUDI045,5178.0245965007925
DRJ51_CHUKWUDI013,8565.881877181586
DRJ51_CHUKWUDI049,10023.894116293755
DRJ59_CHUKWUDI027,3588.2447565138573
DRJ59_CHUKWUDI045,2090.764659312903
DRJ59_CHUKWUDI046,1943.6102134981193
DRJ59_CHUKWUDI049,1308.627199636423
DRK01_CHUKWUDI017,4683.711212007678
DRK01_CHUKWUDI018,2071.7840870982036
DRK01_CHUKWUDI035,3165.4301288810093
DRK01_CHUKWUDI045,3915.816476732958
DRK12_CHUKWUDI017,2574.7522684213473
DRK12_CHUKWUDI018,-1525.2720750493463
DRK12_CHUKWUDI027,3041.5106970663182
DRK12_CHUKWUDI035,899.851875403896
DRK12_CHUKWUDI045,1816.8701697369106
DRK12_CHUKWUDI049,1020.0300024356693
DRK13_CHUKWUDI013,7478.313721121638
DRK13_CHUKWUDI046,8138.130927635822
DRK23_CHUKWUDI013,9512.737837616587
DRK23_CHUKWUDI018,11550.485308029107
DRK23_CHUKWUDI049,10913.434446686646
DRK35_CHUKWUDI017,2538.5995597486617
DRK35_CHUKWUDI019,-1505.3055545205716
DRK35_CHUKWUDI027,3328.592894159956
DRK35_CHUKWUDI035,717.1537962167058
DRK35_CHUKWUDI045,1904.581718862988
DRK35_CHUKWUDI046,1745.274429749581
DRK35_CHUKWUDI049,1209.989213709603
DRK37_CHUKWUDI010,2381.823917932692
DRK39_CHUKWUDI017,4356.729215159663
DRK39_CHUKWUDI027,6101.388597682468
DRK39_CHUKWUDI046,3549.025286356453
DRK39_CHUKWUDI049,3215.484448009287
DRK47_CHUKWUDI013,8630.192747415858
DRK47_CHUKWUDI018,10151.773190577864
DRK47_CHUKWUDI046,9348.479512214195
DRK47_CHUKWUDI049,9852.246298240381
DRK49_CHUKWUDI017,2642.0350110980216
DRK49_CHUKWUDI019,-1066.6350661983015
DRK49_CHUKWUDI027,3633.5679779403144
DRK49_CHUKWUDI035,1014.3929591787746
DRK49_CHUKWUDI046,1946.5266715530306
DRK49_CHUKWUDI049,1449.0110836051172
DRK59_CHUKWUDI010,2670.838982924237
DRK59_CHUKWUDI018,10347.129090538248
DRL01_CHUKWUDI010,2823.446461806656
DRL01_CHUKWUDI013,8900.676423163619
DRL01_CHUKWUDI049,10266.088772541843
DRL23_CHUKWUDI035,3651.1106373942457
DRL23_CHUKWUDI045,4469.2698290668195
DRL35_CHUKWUDI017,2743.9955556512577
DRL35_CHUKWUDI027,3681.1689504098613
DRL35_CHUKWUDI035,1080.1910263655009
DRL35_CHUKWUDI045,2187.2416467013536
DRL35_CHUKWUDI049,1484.5186372058233
DRL37_CHUKWUDI017,2797.9573226262582
DRL37_CHUKWUDI018,-797.4397100117058
DRL37_CHUKWUDI027,3796.68184425903
DRL37_CHUKWUDI035,1015.3183373063803
DRL37_CHUKWUDI045,2132.971152678947
DRL37_CHUKWUDI049,1532.2922267515678
DRL47_CHUKWUDI027,8797.094779596548
DRL47_CHUKWUDI045,5284.749202175648
DRL59_CHUKWUDI019,-1107.8248484658543
DRL59_CHUKWUDI035,1596.6950067534344
DRM11_CHUKWUDI013,9687.663317072438
DRM11_CHUKWUDI018,11988.486763794324
DRM11_CHUKWUDI046,10601.083452330902
DRM23_CHUKWUDI013,6546.955768838292
DRM37_CHUKWUDI010,2075.17330372124
DRM37_CHUKWUDI013,7472.781105576549
DRM47_CHUKWUDI010,2024.916167600546
DRM48_CHUKWUDI027,3333.0253829107387
DRM48_CHUKWUDI045,1882.2956444075098
DRM48_CHUKWUDI046,1656.007091247011
DRM48_CHUKWUDI049,1115.962587695918
DRM49_CHUKWUDI017,2739.6700931149535
DRM49_CHUKWUDI035,1153.0996488318779
DRM49_CHUKWUDI045,2092.5962379787816
DRM49_CHUKWUDI049,1645.2257888113381
DRN35_CHUKWUDI018,-1466.5279945766088
DRN35_CHUKWUDI035,669.5547858292703
DRN35_CHUKWUDI046,1730.590376424021
DRN35_CHUKWUDI049,1156.458334843861
DRN36_CHUKWUDI019,-365.532595577999
DRN36_CHUKWUDI027,6845.011371756205
DRN36_CHUKWUDI035,3206.5597748243017
DRN36_CHUKWUDI045,3969.3900722947437
DRN37_CHUKWUDI013,6410.386079366086
DRN47_CHUKWUDI010,1921.942914247862
DRN47_CHUKWUDI013,6884.303557053907
DRN59_CHUKWUDI017,2870.55497173965
DRN59_CHUKWUDI027,3855.3622506356332
DRN59_CHUKWUDI045,2196.7341182235396
DRN59_CHUKWUDI049,1564.1248484839452
DRO35_CHUKWUDI045,4748.863397309789
DRO47_CHUKWUDI035,3736.7239999590674
DRO59_CHUKWUDI017,4014.3414241330465
DRO59_CHUKWUDI019,-723.3592786776135
DRO59_CHUKWUDI045,3247.77548602107
DRO59_CHUKWUDI049,2922.023792901775
DRP35_CHUKWUDI027,8585.498298973194
DRP35_CHUKWUDI045,5053.0315223343205
DRP47_CHUKWUDI013,9421.507902250276
DRP47_CHUKWUDI046,10194.199189664912
DRP47_CHUKWUDI049,10830.883060018648
DRQ35_CHUKWUDI027,8482.423685846734
DRQ35_CHUKWUDI035,4396.290296580992
DRQ35_CHUKWUDI045,4985.484251647489
DRY23_CHUKWUDI017,2673.2504143188708
DRY23_CHUKWUDI019,-1308.4427698473446
DRY23_CHUKWUDI027,3684.9706017551944
DRY23_CHUKWUDI035,1080.6092364519136
DRY23_CHUKWUDI046,2098.190571283456
DRY23_CHUKWUDI049,1507.1978109766496
DRZ11_CHUKWUDI027,8480.602753311745
DRZ11_CHUKWUDI045,4971.225489990553
DRZ24_CHUKWUDI027,8530.553403830854
DRZ24_CHUKWUDI045,5013.2925814791815
FDA01_CHUKWUDI017,3491.752401388949
FDA01_CHUKWUDI018,187.44665242091287
FDA01_CHUKWUDI027,4722.122407442541
FDA01_CHUKWUDI035,1785.3811489975778
FDA01_CHUKWUDI045,2748.6130625846563
FDA01_CHUKWUDI046,2744.106725082267
FDA04_CHUKWUDI013,9796.922401610413
FDA04_CHUKWUDI018,11983.982970180805
FDA04_CHUKWUDI035,9985.1063140427
FDA04_CHUKWUDI046,10580.83105332451
FDA04_CHUKWUDI049,11203.097236666945
FDA07_CHUKWUDI027,8654.82601560501
FDA07_CHUKWUDI035,4342.602101063239
FDA07_CHUKWUDI045,5105.481037817663
FDA10_CHUKWUDI027,8198.087057910976
FDA10_CHUKWUDI035,4159.23597492266
FDA11_CHUKWUDI017,4661.236878422322
FDA11_CHUKWUDI018,2045.8600984364748
FDA11_CHUKWUDI027,6795.633619463071
FDA11_CHUKWUDI045,4198.593468325678
FDA13_CHUKWUDI017,2500.225864197593
FDA13_CHUKWUDI018,-1277.6819949017372
FDA13_CHUKWUDI019,-1480.8851936961291
FDA13_CHUKWUDI027,3429.8522142324364
FDA13_CHUKWUDI035,728.2819489275571
FDA13_CHUKWUDI045,1865.6047025168082
FDA13_CHUKWUDI049,1207.0333564530592
FDA15_CHUKWUDI010,2992.2553600146202
FDA15_CHUKWUDI013,9389.50555935537
FDA15_CHUKWUDI018,11380.068632093142
FDA15_CHUKWUDI049,10792.021274565719
FDA16_CHUKWUDI018,9637.922272003489
FDA16_CHUKWUDI046,9046.19711738464
FDA20_CHUKWUDI013,6998.693867069436
FDA21_CHUKWUDI013,7036.135448448593
FDA23_CHUKWUDI017,5179.245124006178
FDA23_CHUKWUDI027,7178.65142357361
FDA23_CHUKWUDI035,3308.1958520880435
FDA25_CHUKWUDI017,5129.120193438255
FDA25_CHUKWUDI018,2684.7537923055934
FDA25_CHUKWUDI035,3640.172382785124
FDA25_CHUKWUDI045,4395.262042668066
FDA26_CHUKWUDI013,8312.897993309423
FDA26_CHUKWUDI018,9778.463006127626
FDA27_CHUKWUDI018,11991.737109432463
FDA27_CHUKWUDI046,10648.055382571067
FDA27_CHUKWUDI049,11121.290354559314
FDA28_CHUKWUDI027,8777.891394572565
FDA32_CHUKWUDI010,2460.133333034697
FDA32_CHUKWUDI018,9424.405767558375
FDA32_CHUKWUDI046,8881.591393225011
FDA34_CHUKWUDI013,6601.356409669388
FDA35_CHUKWUDI027,8534.027448830195
FDA36_CHUKWUDI013,7059.639982776949
FDA37_CHUKWUDI035,4478.812318750424
FDA38_CHUKWUDI013,9031.983126694686
FDA38_CHUKWUDI018,10729.713420135551
FDA38_CHUKWUDI049,10270.44194032962
FDA39_CHUKWUDI017,2642.2249801843427
FDA39_CHUKWUDI018,-1017.4486228529131
FDA39_CHUKWUDI027,3735.29187252454
FDA39_CHUKWUDI035,1235.954068639432
FDA39_CHUKWUDI046,1931.7049716439797
FDA39_CHUKWUDI049,1300.9346318304306
FDA40_CHUKWUDI017,4451.558732476784
FDA40_CHUKWUDI035,2901.2558770632604
FDA40_CHUKWUDI046,3851.776260655024
FDA40_CHUKWUDI049,3525.7382361198543
FDA43_CHUKWUDI010,2071.112682438921
FDA43_CHUKWUDI013,7424.615321110352
FDA44_CHUKWUDI017,3215.0200635546353
FDA44_CHUKWUDI018,74.65430710336659
FDA44_CHUKWUDI027,4574.549253992038
FDA44_CHUKWUDI035,1666.9870646197814
FDA44_CHUKWUDI045,2630.93205424957
FDA44_CHUKWUDI049,2173.680361834471
FDA45_CHUKWUDI013,6672.319334977306
FDA46_CHUKWUDI013,7378.905322927632
FDA48_CHUKWUDI046,8949.84113278205
FDA49_CHUKWUDI019,-549.6886486262083
FDA49_CHUKWUDI027,6311.092751832795
FDA49_CHUKWUDI035,2884.1190856734756
FDA49_CHUKWUDI046,3774.1128331962973
FDA49_CHUKWUDI049,3685.3511560756015
FDA50_CHUKWUDI017,4639.755194049445
FDA50_CHUKWUDI019,-406.08766243536957
FDA50_CHUKWUDI027,6900.3288170014275
FDA50_CHUKWUDI035,3110.010146143846
FDA51_CHUKWUDI027,7726.837884217268
FDA52_CHUKWUDI013,6849.472813938861
FDA55_CHUKWUDI013,8503.106846427661
FDA55_CHUKWUDI018,10025.579085767502
FDA56_CHUKWUDI027,8630.806281467085
FDA56_CHUKWUDI045,4911.001939253416
FDA57_CHUKWUDI027,3776.2876496033277
FDA57_CHUKWUDI045,2122.1250232928433
FDA58_CHUKWUDI013,8754.46889271203
FDA58_CHUKWUDI046,9575.81201638421
FDB02_CHUKWUDI013,6816.737327948562
FDB03_CHUKWUDI013,9094.274547659326
FDB03_CHUKWUDI018,10651.42312228959
FDB03_CHUKWUDI046,9817.084942993359
FDB03_CHUKWUDI049,10371.570444376091
FDB04_CHUKWUDI017,4580.363055387395
FDB04_CHUKWUDI019,-431.38310154213104
FDB04_CHUKWUDI027,6531.263712323387
FDB04_CHUKWUDI035,2973.327972586034
FDB04_CHUKWUDI045,3830.8953508334234
FDB04_CHUKWUDI046,3863.454183233436
FDB05_CHUKWUDI046,9969.470910796197
FDB05_CHUKWUDI049,10593.655732283252
FDB10_CHUKWUDI018,10445.671780003933
FDB10_CHUKWUDI049,10074.202117733425
FDB11_CHUKWUDI013,8693.505981124355
FDB12_CHUKWUDI035,3499.2939039227786
FDB14_CHUKWUDI018,2197.2020588300657
FDB14_CHUKWUDI019,-280.57018064474687
FDB14_CHUKWUDI027,6566.409776283079
FDB14_CHUKWUDI035,3182.0334326112643
FDB14_CHUKWUDI045,3929.850067415624
FDB15_CHUKWUDI010,2968.543486025417
FDB15_CHUKWUDI013,9822.930979490746
FDB15_CHUKWUDI018,12037.414479853236
FDB15_CHUKWUDI035,9930.935731114354
FDB15_CHUKWUDI046,10577.971832925454
FDB15_CHUKWUDI049,11294.160838274634
FDB16_CHUKWUDI035,2877.1160822501406
FDB16_CHUKWUDI045,3689.3644512848696
FDB16_CHUKWUDI046,3683.7717790734023
FDB16_CHUKWUDI049,3530.9062637060415
FDB17_CHUKWUDI010,1905.4707236621762
FDB17_CHUKWUDI013,6873.483795316657
FDB20_CHUKWUDI017,4084.8233731162036
FDB20_CHUKWUDI035,2754.055334081524
FDB20_CHUKWUDI045,3301.2941840927815
FDB20_CHUKWUDI049,2969.3848058354342
FDB21_CHUKWUDI018,10667.863371985382
FDB23_CHUKWUDI013,8731.738148864242
FDB23_CHUKWUDI018,10204.81787460728
FDB26_CHUKWUDI017,3284.9920463430462
FDB26_CHUKWUDI027,4587.701160038356
FDB26_CHUKWUDI035,1572.306971011567
FDB26_CHUKWUDI045,2606.460003414075
FDB26_CHUKWUDI046,2469.4198091073195
FDB27_CHUKWUDI010,2116.51748609473
FDB27_CHUKWUDI046,8001.480014301604
FDB28_CHUKWUDI010,2011.3462668822613
FDB28_CHUKWUDI013,7357.9410352946725
FDB29_CHUKWUDI035,4099.397478499799
FDB29_CHUKWUDI045,4809.434577265871
FDB32_CHUKWUDI017,4783.770097363973
FDB32_CHUKWUDI018,2162.2005734477425
FDB32_CHUKWUDI019,-398.86756034137215
FDB32_CHUKWUDI027,6874.421790338703
FDB32_CHUKWUDI035,3183.1644501977134
FDB34_CHUKWUDI017,4447.109324842691
FDB34_CHUKWUDI018,1677.8808286945568
FDB34_CHUKWUDI027,6454.860788948019
FDB34_CHUKWUDI035,2867.4011896480806
FDB34_CHUKWUDI045,3760.387376158382
FDB34_CHUKWUDI049,3489.396428757347
FDB35_CHUKWUDI017,4736.445782905095
FDB35_CHUKWUDI018,2235.7838853246067
FDB35_CHUKWUDI019,-318.1078181186458
FDB35_CHUKWUDI045,3999.2720041738357
FDB35_CHUKWUDI046,3977.067670780001
FDB36_CHUKWUDI027,9204.578228434082
FDB37_CHUKWUDI013,9173.780520709814
FDB37_CHUKWUDI046,10050.55884017609
FDB37_CHUKWUDI049,10503.446874846122
FDB39_CHUKWUDI017,3225.4406810578657
FDB39_CHUKWUDI019,-1083.8930252891732
FDB39_CHUKWUDI035,1884.5445345345652
FDB39_CHUKWUDI045,2664.7337853428908
FDB39_CHUKWUDI049,2061.004432284506
FDB41_CHUKWUDI018,-510.9935135563137
FDB41_CHUKWUDI019,-1264.9053421952995
FDB41_CHUKWUDI035,1300.4145284211263
FDB41_CHUKWUDI045,2350.802161311847
FDB41_CHUKWUDI046,2257.720719602192
FDB44_CHUKWUDI013,7893.513338656165
FDB44_CHUKWUDI046,8650.874062508577
FDB45_CHUKWUDI019,-160.33410411770456
FDB45_CHUKWUDI045,4344.025800360367
FDB47_CHUKWUDI013,7887.013341177371
FDB49_CHUKWUDI018,2510.0578739771154
FDB49_CHUKWUDI019,-219.52097714331467
FDB49_CHUKWUDI045,4192.769969449029
FDB50_CHUKWUDI017,3816.899872675538
FDB50_CHUKWUDI018,975.4356588777155
FDB50_CHUKWUDI045,3103.2138234297745
FDB50_CHUKWUDI046,3516.6486730086617
FDB50_CHUKWUDI049,2849.804786539171
FDB51_CHUKWUDI017,3769.4458641031524
FDB51_CHUKWUDI018,190.37508832698222
FDB51_CHUKWUDI035,1868.6150350037497
FDB51_CHUKWUDI045,2741.9810959992465
FDB51_CHUKWUDI046,2719.3135133418255
FDB52_CHUKWUDI013,9607.846469199867
FDB52_CHUKWUDI018,11849.335172612802
FDB52_CHUKWUDI049,11142.31870565808
FDB56_CHUKWUDI013,7174.709400715306
FDB57_CHUKWUDI013,8522.408461264917
FDB57_CHUKWUDI046,9236.746300958679
FDB59_CHUKWUDI046,8279.999141812325
FDB60_CHUKWUDI010,2123.0167157339165
FDB60_CHUKWUDI013,7390.0174126900965
FDC02_CHUKWUDI010,3066.3066858691163
FDC02_CHUKWUDI013,9750.67604851292
FDC02_CHUKWUDI018,11934.08033865958
FDC02_CHUKWUDI046,10529.15671243798
FDC03_CHUKWUDI013,7404.5989460318815
FDC04_CHUKWUDI018,10957.238111772109
FDC04_CHUKWUDI049,10449.091764034587
FDC08_CHUKWUDI010,2651.4536962738493
FDC08_CHUKWUDI013,8612.66579691507
FDC08_CHUKWUDI046,9292.213352271472
FDC08_CHUKWUDI049,9892.719705602736
FDC09_CHUKWUDI018,2775.868812389206
FDC09_CHUKWUDI045,4345.208348920569
FDC10_CHUKWUDI027,8415.225914352806
FDC10_CHUKWUDI035,4212.113956752117
FDC11_CHUKWUDI018,1811.5686572442064
FDC11_CHUKWUDI027,6421.950622281176
FDC11_CHUKWUDI046,3999.7332346281037
FDC14_CHUKWUDI017,2742.191414863919
FDC14_CHUKWUDI018,-806.9621597779915
FDC14_CHUKWUDI019,-1223.0259964129655
FDC14_CHUKWUDI027,3721.468098662561
FDC14_CHUKWUDI046,2022.4468214638764
FDC14_CHUKWUDI049,1550.0101832702057
FDC16_CHUKWUDI017,4497.258581808186
FDC16_CHUKWUDI018,1748.2108071835246
FDC16_CHUKWUDI027,6596.769765795558
FDC16_CHUKWUDI035,2944.9135797251947
FDC16_CHUKWUDI045,3774.38768433081
FDC16_CHUKWUDI046,3972.1866047547664
FDC16_CHUKWUDI049,3545.4557859211927
FDC17_CHUKWUDI013,8221.478806603001
FDC17_CHUKWUDI046,8742.207401044085
FDC20_CHUKWUDI017,3288.5795449116267
FDC20_CHUKWUDI018,-74.17140774137806
FDC20_CHUKWUDI019,-1093.2127447223756
FDC20_CHUKWUDI035,1685.4677332113497
FDC20_CHUKWUDI045,2672.4366183374077
FDC20_CHUKWUDI046,2699.2093921800843
FDC21_CHUKWUDI017,5428.570889399154
FDC21_CHUKWUDI019,-37.43655434867833
FDC22_CHUKWUDI013,7449.899062843178
FDC26_CHUKWUDI035,3599.7788570543053
FDC28_CHUKWUDI017,5330.556396088214
FDC28_CHUKWUDI019,-72.27103964146227
FDC28_CHUKWUDI027,7566.7606426817365
FDC28_CHUKWUDI045,4435.205785965314
